"filename", "language", "TypeScript", "JSON with Comments", "YAML", "JavaScript", "JSON", "TypeScript JSX", "XML", "PostCSS", "Docker", "Markdown", "comment", "blank", "total"
"/home/chennian/myProjects/Chemistry/frontend/src/login_and_signup/signin/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 3, 33
"/home/chennian/myProjects/Chemistry/frontend/src/login_and_signup/signup-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 172, 0, 0, 0, 0, 0, 7, 179
"/home/chennian/myProjects/Chemistry/frontend/src/login_and_signup/signup/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 3, 33
"/home/chennian/myProjects/Chemistry/frontend/store/auth-store.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 37
"/home/chennian/myProjects/Chemistry/frontend/store/reactdic-store.ts", "TypeScript", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 37
"/home/chennian/myProjects/Chemistry/frontend/store/review-store.ts", "TypeScript", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 49
"/home/chennian/myProjects/Chemistry/frontend/tsconfig.json", "JSON with Comments", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"/home/chennian/myProjects/Chemistry/frontend/types/dataup-shema.ts", "TypeScript", 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 13, 180
"/home/chennian/myProjects/Chemistry/frontend/types/kekule-react.d.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 17
"/home/chennian/myProjects/Chemistry/frontend/types/kekuls.d.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 14
"Total", "-", 493, 35, 7730, 20, 96, 11436, 5, 142, 9, 23, 323, 2802, 23114
